"id","keyword","keyword_free_punctuation"
"5136922","سَبَبيَّة ","سببية "
"5136923","السبت (يَوْم)","السبت (يوم)"
"5136924","سِبْتِمْبِر (شَهْر)","سبتمبر (شهر)"
"5136925","سَبَحَ ","سبح "
"5136926","سَبَّحَ بِحَمْد ","سبح بحمد "
"5136927","سُبْحَان الله! ","سبحان الله! "
"5136928","سَبْحَة ","سبحة "
"5136930","سَبْخٌ ","سبخ "
"5136931","سَبْخَة ","سبخة "
"5136932","سَبْخيٌّ كالمُستَنْقَع ","سبخي كالمستنقع "
"5136933","سَبَرَ غَوْرَ (الشيء)","سبر غور (الشيء)"
"5136934","سِبْط ","سبط "
"5136935","سَبَقَ ","سبق "
"5136936","سَبْق ","سبق "
"5136937","سَبَكَ ","سبك "
"5136938","سبكتروسكوب ","سبكتروسكوب "
"5136939","سبكتْروغراف (مِرسَمة الطيف)","سبكتروغراف (مرسمة الطيف)"
"5136940","سبكْتروغرام (صورة طيفيَّة)","سبكتروغرام (صورة طيفية)"
"5136941","سَبَلَة (شَعْر ينمو على جانبي الوَجْه)","سبلة (شعر ينمو على جانبي الوجه)"
"5136942","سَبَهْلَل ","سبهلل "
"5136943","سَبُّورة ","سبورة "
"5136944","السَّبوكِيَّة (قابليَّةُ السَّبْك أو الصَّبّ)","السبوكية (قابلية السبك أو الصب)"
"5136945","سَبيكَة ","سبيكة "
"5136947","سَبِيل (مفتاح)","سبيل (مفتاح)"
"5136948","ستاتُوسْكُوب (مِكشافُ تغيُّراتِ الضَّغط الجَوِّي)","ستاتوسكوب (مكشاف تغيرات الضغط الجوي)"
"5136949","ستاديُومتر (مِقياسُ مُنْحَنَيات)","ستاديومتر (مقياس منحنيات)"
"5136950","سِتَار ","ستار "
"5136952","سِتَارَة (النَّافِذَة)","ستارة (النافذة)"
"5136954","سِتَّة بِنْسات (عُملة إنجليزية)","ستة بنسات (عملة إنجليزية)"
"5136955","سَتَرَ ","ستر "
"5136956","سْتراتُوبوز (بين الستراتوسْفير والميزوسفير)","ستراتوبوز (بين الستراتوسفير والميزوسفير)"
"5136957","سْتراتُوسفير (فوقَ التربوسفير) و(دونَ الميزوسفير)","ستراتوسفير (فوق التربوسفير) و(دون الميزوسفير)"
"5136958","سِتْرَة ","سترة "
"5136959","سُتْرَة ","سترة "
"5136965","ستوديو ","ستوديو "
"5136966","ستِيْر (مِتْر مُكَعَّب)","ستير (متر مكعب)"
"5136967","ستيرْيوتَيْب (مُقولبٌ أو مُنمطٌ بشكلٍ لا يتغيَّر)","ستيريوتيب (مقولب أو منمط بشكل لا يتغير)"
"5136968","ستيريوفُون (جهازُ استِعادة الصوت المُجَسَّم)","ستيريوفون (جهاز استعادة الصوت المجسم)"
"5136969","سَجَّ ","سج "
"5136970","سُجّادَة ","سجادة "
"5136971","سَجّادَة صغيرة ","سجادة صغيرة "
"5136972","سِجاف ","سجاف "
"5136973","سَجّان ","سجان "
"5136974","سَجَدَ ","سجد "
"5136975","سَجَّع ","سجع "
"5136976","سَجْعَة ","سجعة "
"5136977","سَجَّفَ ","سجف "
"5136978","سُجُق ","سجق "
"5136979","سَجَّلَ (زواجًا)","سجل (زواجا)"
"5136984","سِجِلّ ","سجل "
"5136988","سِجِلاّت ","سجلات "
"5136989","سَجَنَ ","سجن "
"5136990","سِجْن ","سجن "
"5136992","سَجِيَّة ","سجية "
"5136993","سَجِين ","سجين "
"5136994","سَحَّ ","سح "
"5136995","سَحَاب رقيق ","سحاب رقيق "
"5136996","سَحَابَة ","سحابة "
"5136997","سَحَبَ ","سحب "
"5137002","سَحَجَ ","سحج "
"5137003","سَحَرَ ","سحر "
"5137004","سِحْر ","سحر "
"5137006","سِحْرِيّ ","سحري "
"5137007","سَحَقَ ","سحق "
"5137009","سَحَلَ ","سحل "
"5137010","سِحْلِيَّة ","سحلية "
"5137011","سَخَاء ","سخاء "
"5137012","سُخَام ","سخام "
"5137014","سُخَامَة ","سخامة "
"5137015","سَخّان ","سخان "
"5137016","سَخّانة ","سخانة "
"5137017","سَخِرَ ","سخر "
"5137018","سُخْرِيّ ","سخري "
"5137019","سُخْرِية ","سخرية "
"5137021","سُخْط ","سخط "
"5137022","سُخْف ","سخف "
"5137023","سَخَّنَ ","سخن "
"5137024","سُخُونَة ","سخونة "
"5137025","سَخِيّ ","سخي "
"5137026","سَخِيف ","سخيف "
"5137028","سَدَّ ","سد "
"5137034","سَدٌّ (اسم)","سد (اسم)"
"5137038","سَدَاة ","سداة "
"5137039","سَداد ","سداد "
"5137040","سِدَادَة ","سدادة "
"5137041","سُداسيّ ","سداسي "
"5137042","سُداسيَّة القَوائم (طائِفَةُ الحَشَرات)","سداسية القوائم (طائفة الحشرات)"
"5137043","سُدَّة ","سدة "
"5137045","سَدَّةُ فَراغ ","سدة فراغ "
"5137046","سَدَّدَ ","سدد "
"5137050","سَدُود (لا يَسْمَح للماء بالتسرّب منه)","سدود (لا يسمح للماء بالتسرب منه)"
"5137051","سَدِيد ","سديد "
"5137052","سَدِيم ","سديم "
"5137053","سَذَاجَة ","سذاجة "
"5137054","سَرَّ ","سر "
"5137055","سِرٌّ ","سر "
"5137057","سِرًّا ","سرا "
"5137058","سَرَاب ","سراب "
"5137059","سَرَّاج ","سراج "
"5137060","سِرَاج ","سراج "
"5137061","سُرَادِق ","سرادق "
"5137062","سَرايا ","سرايا "
"5137063","سَرَّب ","سرب "
"5137065","سِرْب (طابور)","سرب (طابور)"
"5137067","السُّرَّة ","السرة "
"5137068","سَرْج ","سرج "
"5137069","سَرَحَ ","سرح "
"5137070","سَرَّحَ ","سرح "
"5137071","السَّرْخَس (نَبَات)","السرخس (نبات)"
"5137072","سَردَ ","سرد "
"5137073","سَرْد ","سرد "
"5137074","سِرْدَاب ","سرداب "
"5137075","سَرْدِين ","سردين "
"5137076","السَّرطان (مَرَض)","السرطان (مرض)"
"5137077","سَرَطان البحر ","سرطان البحر "
"5137078","سَرَطانيّ ","سرطاني "
"5137079","سَرَّعَ ","سرع "
"5137080","سُرعاتٌ فوقَ الصوتيَّة (رَقْمُها الماخي بين 1 وَ5)","سرعات فوق الصوتية (رقمها الماخي بين 1 و5)"
"5137081","سُرْعَة ","سرعة "
"5137089","السُّرْعُوفة (حَشَرَة)","السرعوفة (حشرة)"
"5137090","سُرْفَة ","سرفة "
"5137091","سَرَقَ ","سرق "
"5137092","سَرِقَة ","سرقة "
"5137095","سَرْمَدِيّ ","سرمدي "
"5137096","السَّرْو (شَجَر)","السرو (شجر)"
"5137097","سِرْوَال ","سروال "
"5137104","السُّروج وما شابَهَها ","السروج وما شابهها "
"5137105","سُرُوجيّ ","سروجي "
"5137106","سُرُور ","سرور "
"5137109","سَرَى (اِنسابَ، دار)","سرى (انساب، دار)"
"5137111","سَرَّى عن ","سرى عن "
"5137112","سِرِّي ","سري "
"5137113","سَرَيان ","سريان "
"5137114","سِرِّيَّة ","سرية "
"5137115","سَرِيَّة فُرْسان ","سرية فرسان "
"5137116","سَرِيَّة من الجُنْد ","سرية من الجند "
"5137117","سَرِيَّة من الجَيْش ","سرية من الجيش "
"5137118","سَرِير ","سرير "
"5137123","سَرِيع ","سريع "
"5137137","سَطَا على ","سطا على "
"5137138","سِطام ","سطام "
"5137139","سَطَّحَ ","سطح "
"5137140","سَطْح ","سطح "
"5137147","سَطْحِيّ ","سطحي "
"5137148","سَطْر ","سطر "
"5137149","سَطَّرَ ","سطر "
"5137151","سَطَعَ ","سطع "
"5137152","سَطَّع بالأنوار ","سطع بالأنوار "
"5137153","سَطْعَة ","سطعة "
"5137154","سَطْل ","سطل "
"5137155","سَطَمَ ","سطم "
"5137156","سَطْو ","سطو "
"5137157","سُطُوع ","سطوع "
"5137158","سُطَيْح (سَطْحٌ صَغير)","سطيح (سطح صغير)"
"5137159","سَعَادَة ","سعادة "
"5137160","السَّعَادة (نَبَات)","السعادة (نبات)"
"5137161","السُّعَار ","السعار "
"5137162","سُعَال ","سعال "
"5137163","سَعَة ","سعة "
"5137165","سَعْتَر ","سعتر "
"5137166","سَعْد ","سعد "
"5137167","سَعْدَان (وَلَد شقيّ)","سعدان (ولد شقي)"
"5137168","سَعَّرَ ","سعر "
"5137169","سِعْر ","سعر "
"5137171","سُعْر ","سعر "
"5137172","سُعْري ","سعري "
"5137173","سَعَلَ ","سعل "
"5137174","سَعُوط ","سعوط "
"5137175","سَعَى جاهدًا ","سعى جاهدا "
"5137176","سَعَى حتى حَصَلَ عَلَى ","سعى حتى حصل على "
"5137177","سَعَى لِـ ","سعى لـ "
"5137178","سَعَى للحُصول على ","سعى للحصول على "
"5137179","سَعَى لِلَفْت الأنظار ","سعى للفت الأنظار "
"5137180","سَعْي ","سعي "
"5137181","سَعيد ","سعيد "
"5137183","سَغَب ","سغب "
"5137184","سَغْسَغَ ","سغسغ "
"5137185","سَفا ","سفا "
"5137186","سَفّاح ","سفاح "
"5137187","سِفَاح ","سفاح "
"5137188","سَفَارة ","سفارة "
"5137189","سَفّاك (مُسْتَأْجَر)","سفاك (مستأجر)"
"5137190","سَفَاهَة ","سفاهة "
"5137191","سَفْح ","سفح "
"5137193","سَفَر ","سفر "
"5137194","سِفْر ","سفر "
"5137195","سَفْرة ","سفرة "
"5137198","السَّفَرْجَل (شَجَرَة)","السفرجل (شجرة)"
"5137199","سَفَط ","سفط "
"5137200","سَفَعَ ","سفع "
"5137201","سَفْعٌ ","سفع "
"5137202","سَفْعَةُ ","سفعة "
"5137203","سَفْكُ ","سفك "
"5137204","سِفْل (سُفالة)","سفل (سفالة)"
"5137205","سُفْليّ ","سفلي "
"5137206","السُّفُن جُمْلَةً ","السفن جملة "
"5137207","سَفُّود ","سفود "
"5137208","سَفًى ","سفى "
"5137210","سَفِير ","سفير "
"5137211","سَفِينَة ","سفينة "
"5137220","سَفِيه ","سفيه "
"5137221","سَقَّاطة ","سقاطة "
"5137223","سِقالة (طُوبار)","سقالة (طوبار)"
"5137224","سُقام ","سقام "
"5137225","سَقْسَقَ (للطير)","سقسق (للطير)"
"5137226","سَقْسَقَة ","سقسقة "
"5137227","سَقَطَ ","سقط "
"5137230","سَقْطَة ","سقطة "
"5137231","سَقْف ","سقف "
"5137232","سَقَّفَ ","سقف "
"5137233","سَقْفِيَّة ","سقفية "
"5137234","سُقْم ","سقم "
"5137235","سُقُوط ","سقوط "
"5137238","سَقَى (النَّبات أو الحَيوان)","سقى (النبات أو الحيوان)"
"5137240","سَقْي (الأرض)","سقي (الأرض)"
"5137241","سَقِيفَة ","سقيفة "
"5137243","سَقِيم ","سقيم "
"5137244","سَكَّ (ضَرَبَ)","سك (ضرب)"
"5137245","سَكَّابَة (سِيفون)","سكابة (سيفون)"
"5137246","سكاكين ","سكاكين "
"5137247","سُكّان ","سكان "
"5137251","سَكَبَ ","سكب "
"5137252","سِكّة ","سكة "
"5137257","سَكَتَ ","سكت "
"5137259","سَكْتَة (دِماغِيَّة)","سكتة (دماغية)"
"5137260","سُكْر ","سكر "
"5137261","سُكَّر ","سكر "
"5137263","سِكْر ","سكر "
"5137264","سَكران ","سكران "
"5137265","سِكرتارية ","سكرتارية "
"5137266","سكرتير (أمين سِرّ)","سكرتير (أمين سر)"
"5137267","السُّكري ","السكري "
"5137268","السَّكَرِين (مادّة)","السكرين (مادة)"
"5137269","سَكَنٌ (اسم)","سكن (اسم)"
"5137271","سَكَّنَ ","سكن "
"5137272","سَكَنَ (فِعْل)","سكن (فعل)"
"5137274","سَكْنَة ","سكنة "
"5137275","سَكَنِيّ ","سكني "
"5137276","سُكوت ","سكوت "
"5137277","سُكُون ","سكون "
"5137278","السُّكُونة ","السكونة "
"5137279","سِكِّيت ","سكيت "
"5137280","سِكِّين ","سكين "
"5137281","السُّلّ (مَرَض)","السل (مرض)"
"5137282","سِلاح ","سلاح "
"5137286","سَلاسة ","سلاسة "
"5137287","سُلالَة ","سلالة "
"5137288","سُلاليّ ","سلالي "
"5137289","سَلام ","سلام "
"5137292","سَلامَة ","سلامة "
"5137295","سَلَبٌ ","سلب "
"5137296","سَلَبَ (فِعْل)","سلب (فعل)"
"5137298","سَلْبيّ ","سلبي "
"5137299","سَلْبيَّة ","سلبية "
"5137300","سَلَّة ","سلة "
"5137302","سَلَّح ","سلح "
"5137303","سُلْحفَاة ","سلحفاة "
"5137304","سَلَخَ ","سلخ "
"5137306","سَلِس (القياد)","سلس (القياد)"
"5137307","سِلْسِلَة ","سلسلة "
"5137308","سِلْسيوس (مِقياسُ ""سِلْسيوس"" الميزانُ المِئوي لِدرجات الحرارة)","سلسيوس (مقياس ""سلسيوس"" الميزان المئوي لدرجات الحرارة)"
"5137309","سَلَّطَ (جعَلَ له سُلطةً أو قُدْرَةً (على))","سلط (جعل له سلطة أو قدرة (على))"
"5137310","سُلْطَان ","سلطان "
"5137311","سُلْطَة ","سلطة "
"5137312","سَلَطَة خُضار ","سلطة خضار "
"5137313","سَلَطَة فَوَاكِه ","سلطة فواكه "
"5137314","سَلْطَعون ","سلطعون "
"5137315","سِلَع ","سلع "
"5137316","سِلْعَة ","سلعة "
"5137318","السَّلَف ","السلف "
"5137319","سَلَف ","سلف "
"5137320","سَلَّفَ ","سلف "
"5137321","سَلَفًا ","سلفا "
"5137322","سُلْفَة مَالِيّة ","سلفة مالية "
"5137323","سَلَقَ ","سلق "
"5137325","سَلَكَ ","سلك "
"5137326","سَلَّكَ ","سلك "
"5137327","سِلْك ","سلك "
"5137334","سُلَّم ","سلم "
"5137340","سَلَّمَ ","سلم "
"5137345","سِلْم ","سلم "
"5137346","سَلْوى (تَسلية)","سلوى (تسلية)"
"5137347","السَّلْوَى (طَائِر)","السلوى (طائر)"
"5137348","السِّلُوفان ","السلوفان "
"5137349","سُلوك أخلاقي ","سلوك أخلاقي "
"5137350","سِلولوز (مادّة)","سلولوز (مادة)"
"5137351","سِلولُويْد (مادّة بلاسْتِكِيّة)","سلولويد (مادة بلاستكية)"
"5137352","سَلَّى ","سلى "
"5137353","سَلُوقِيّ ","سلوقي "
"5137354","سُلُوك ","سلوك "
"5137355","سُلوكيّ ","سلوكي "
"5137356","سَلِيط ","سليط "
"5137357","سَليف ","سليف "
"5137358","سَلِيقَة ","سليقة "
"5137359","سَلِيقيّ ","سليقي "
"5137360","سِلِيكا ","سليكا "
"5137361","سَليل ","سليل "
"5137362","سَلِيم (للأصوات)","سليم (للأصوات)"
"5137364","السِّلينوغرافية (جغرافية سطح القمر)","السلينوغرافية (جغرافية سطح القمر)"
"5137365","سَمَّ ","سم "
"5137366","سُمّ ","سم "
"5137368","سَمَا ","سما "
"5137369","السَّماء ","السماء "
"5137370","سَمَاح ","سماح "
"5137371","سَمَاحَة ","سماحة "
"5137372","سَمَاد ","سماد "
"5137374","السَّمَار (نَبَات)","السمار (نبات)"
"5137375","سِمَاط ","سماط "
"5137376","سَمَاع ","سماع "
